pump_l	pow_lin	freq_qu	Ic	Qc
2.999999999999999889e-01	4.000000000000000083e-02	3.510879999999999779e+00	-5.808807075380916819e-03	1.015037238599342945e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.511039999999999939e+00	-5.925711886364365757e-03	1.001392031673146998e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.511200000000000099e+00	-6.108276928897815594e-03	1.014719428796259301e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.511359999999999815e+00	-6.324776314203129496e-03	9.594185311206362629e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.511519999999999975e+00	-5.863185980125858003e-03	9.888061414084145517e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.511680000000000135e+00	-6.287406812592051530e-03	9.996285528444545654e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.511839999999999851e+00	-5.933379161715078738e-03	1.011967593781208131e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.512000000000000011e+00	-5.691605348275982461e-03	1.040031831883036009e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.512160000000000171e+00	-5.968823470793035470e-03	1.004820966623553788e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.512319999999999887e+00	-5.526141811080590750e-03	1.015963059026852959e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.512480000000000047e+00	-5.311195760176246929e-03	1.002901771374663936e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.512640000000000207e+00	-5.665822615062771593e-03	9.905873705616380365e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.512799999999999923e+00	-5.777718260287173155e-03	1.019217360118155648e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.512960000000000083e+00	-5.474376999684366953e-03	9.746963767831023570e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.513119999999999798e+00	-5.944686900316241938e-03	1.013747972992388655e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.513279999999999959e+00	-6.097483787071262228e-03	9.871366540575977552e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.513440000000000119e+00	-6.434286360423894721e-03	1.042953355675068847e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.513599999999999834e+00	-5.731253069602857721e-03	9.806466416578304632e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.513759999999999994e+00	-5.584979896047311335e-03	9.858604600865966336e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.513920000000000154e+00	-5.781699036975462141e-03	9.750595665696885558e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.514079999999999870e+00	-5.841163046018586422e-03	1.015566654105693606e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.514240000000000030e+00	-5.768455422311647915e-03	9.806863329791429273e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.514400000000000190e+00	-6.191675874009500841e-03	9.712199872149376509e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.514559999999999906e+00	-5.698355306354561944e-03	9.708401254983478959e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.514720000000000066e+00	-5.565256442303863002e-03	9.903398419457865032e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.514879999999999782e+00	-5.653567961126475250e-03	1.031652440512371809e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.515039999999999942e+00	-5.737073635703102657e-03	9.966368697335553639e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.515200000000000102e+00	-5.632118997840374758e-03	9.739580860888451957e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.515359999999999818e+00	-5.157100579318064405e-03	9.883596340635431021e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.515519999999999978e+00	-4.750763711589239650e-03	1.013607373649959460e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.515680000000000138e+00	-4.354862608214044375e-03	1.021375786961239637e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.515839999999999854e+00	-4.310840875223809904e-03	1.005368608968454369e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.516000000000000014e+00	-4.069627494095690717e-03	1.005134063673330906e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.516160000000000174e+00	-4.237109762329592001e-03	1.015623651674453162e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.516319999999999890e+00	-3.595144048056840395e-03	1.037304082932100080e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.516480000000000050e+00	-4.577791514435874433e-03	9.891807932231566972e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.516640000000000210e+00	-4.317329728675976287e-03	9.906145909981317610e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.516799999999999926e+00	-4.974099379433184580e-03	9.799012585774266940e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.516960000000000086e+00	-4.975322965013932383e-03	9.726684164237499666e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.517119999999999802e+00	-5.691800734452750685e-03	1.008938390197096011e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.517279999999999962e+00	-5.786358137483446629e-03	9.761970194888097002e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.517440000000000122e+00	-5.587060189243927416e-03	1.020285613650597639e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.517599999999999838e+00	-5.904396407797911014e-03	1.014136575025950150e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.517759999999999998e+00	-5.522235161334054093e-03	9.864047140616002268e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.517920000000000158e+00	-5.739225992259165167e-03	1.020912541421004419e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.518079999999999874e+00	-5.538440518786292947e-03	9.987798131894353934e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.518240000000000034e+00	-5.265959535000645959e-03	9.604874834255606661e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.518400000000000194e+00	-5.455544221304752840e-03	9.979212768793386049e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.518559999999999910e+00	-5.127631198397306946e-03	1.006714344926293823e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.518720000000000070e+00	-5.229977398780890491e-03	1.033894019955773104e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.518879999999999786e+00	-5.456075096625511746e-03	9.967901200326607231e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.519039999999999946e+00	-4.629660856210120884e-03	9.788547624936451419e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.519200000000000106e+00	-4.493595411905530919e-03	1.027365640912008930e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.519359999999999822e+00	-4.516425565849995459e-03	1.002554017197424159e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.519519999999999982e+00	-4.412685362269378082e-03	1.014793175272284999e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.519680000000000142e+00	-4.805221359721726510e-03	1.026162648775415243e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.519839999999999858e+00	-5.163131640656364388e-03	1.041549181683001229e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.520000000000000018e+00	-4.632279813084280891e-03	1.002368212567309076e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.520160000000000178e+00	-5.298330692383743622e-03	1.009657840067213798e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.520319999999999894e+00	-5.562743628305791277e-03	1.020276484991078543e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.520480000000000054e+00	-5.269578719818628770e-03	9.872686012332813899e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.520640000000000214e+00	-5.217298391875666019e-03	1.041142120331087738e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.520799999999999930e+00	-5.175931390947982255e-03	9.952887478862804116e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.520960000000000090e+00	-5.589319397324556647e-03	9.909073905194331830e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.521119999999999806e+00	-5.209451433238980640e-03	9.891063304166138742e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.521279999999999966e+00	-5.290691378083611437e-03	9.689446433547395029e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.521440000000000126e+00	-5.656404400627717058e-03	1.001808169885982924e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.521599999999999842e+00	-5.711146711748090431e-03	1.018080822575920773e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.521760000000000002e+00	-6.312163558257959800e-03	9.843524864077740980e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.521920000000000162e+00	-5.842814718045289887e-03	1.007219298093381052e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.522079999999999878e+00	-5.395105454718536996e-03	1.005685097733732478e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.522240000000000038e+00	-4.363557990403017957e-03	1.032665661115832190e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.522400000000000198e+00	-3.645175233014262897e-03	1.029698704976147842e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.522559999999999913e+00	-2.789280199361204079e-03	1.035921554704864918e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.522720000000000073e+00	-1.945363235399668374e-03	9.946888413225472153e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.522879999999999789e+00	-1.623127410885210004e-03	1.052277407920330747e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.523039999999999949e+00	-1.495424169263181785e-03	1.008049321912503349e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.523200000000000109e+00	-1.260750481574673086e-03	1.037363813521057117e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.523359999999999825e+00	-1.609187871682253275e-03	1.062551273972587793e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.523519999999999985e+00	-2.194417054033596329e-03	1.040313026784449660e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.523680000000000145e+00	-3.122688791850935716e-03	1.040515264213101934e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.523839999999999861e+00	-3.667298525742127176e-03	9.932940961181691009e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.524000000000000021e+00	-4.667452559709428864e-03	9.985028435718025855e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.524160000000000181e+00	-5.660552205147096477e-03	9.997880523900602376e-03
2.999999999999999889e-01	4.000000000000000083e-02	3.524319999999999897e+00	-5.786981784211589833e-03	1.046528210670736279e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.524480000000000057e+00	-5.737539897027112146e-03	1.006093591620651692e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.524640000000000217e+00	-5.851263347250229216e-03	1.034029611799610823e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.524799999999999933e+00	-6.077773127602374703e-03	1.022387778347299929e-02
2.999999999999999889e-01	4.000000000000000083e-02	3.524960000000000093e+00	-5.430686564027723505e-03	1.005803945005980839e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.500000000000000000e+00	-6.021210366834160201e-03	1.030933024442945434e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.500160000000000160e+00	-6.195730347282991414e-03	9.823608958160064478e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.500319999999999876e+00	-6.161722338320903096e-03	9.976451998575806140e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.500480000000000036e+00	-6.024854989910921957e-03	9.900386259047299839e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.500640000000000196e+00	-6.194664437009360022e-03	1.035787100796720095e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.500799999999999912e+00	-6.034642146533363352e-03	9.771351383108951849e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.500960000000000072e+00	-6.236383111185979551e-03	9.994830099136760987e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.501119999999999788e+00	-5.891946355126923864e-03	1.022689863627688350e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.501279999999999948e+00	-6.176464056172400498e-03	9.900441592454258671e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.501440000000000108e+00	-5.570541975659881045e-03	1.007659714217335606e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.501599999999999824e+00	-5.756430566298140206e-03	1.028739022121686296e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.501759999999999984e+00	-6.317427778925415946e-03	9.690959129281117787e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.501920000000000144e+00	-6.141752353286927812e-03	1.028945314957352940e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.502079999999999860e+00	-5.898705656382252117e-03	9.852691559431874316e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.502240000000000020e+00	-6.290139264490003830e-03	1.007466501697891481e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.502400000000000180e+00	-5.982652115548654607e-03	9.768899615162146208e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.502559999999999896e+00	-5.922165075097067521e-03	9.830084652692359579e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.502720000000000056e+00	-5.647575985884176544e-03	1.013406427957656668e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.502880000000000216e+00	-5.804438593294556151e-03	1.013193832236436095e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.503039999999999932e+00	-5.916435640900784103e-03	9.925812165763945108e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.503200000000000092e+00	-6.013160987391871423e-03	9.987141473391412602e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.503359999999999808e+00	-5.892224795103381298e-03	9.956581058633574496e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.503519999999999968e+00	-6.011748801675537504e-03	9.724849047272020319e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.503680000000000128e+00	-6.187778266341351432e-03	9.766558338327267080e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.503839999999999844e+00	-6.181360829676737362e-03	1.049647818246425383e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.504000000000000004e+00	-5.835053681535006150e-03	1.017005929248613119e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.504160000000000164e+00	-5.843079820085661860e-03	9.864340026049276539e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.504319999999999879e+00	-5.845145364875373346e-03	9.876720725840856460e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.504480000000000040e+00	-6.074345277728490471e-03	9.792179772235412583e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.504640000000000200e+00	-5.312751560818444740e-03	9.995768717624106334e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.504799999999999915e+00	-6.193109634838480856e-03	1.001745860382098098e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.504960000000000075e+00	-5.776514225193515699e-03	1.052112658192437024e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.505119999999999791e+00	-5.952250270881510007e-03	1.051591410462694720e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.505279999999999951e+00	-5.969113981042466731e-03	9.809077027347309560e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.505440000000000111e+00	-5.698733553254511745e-03	9.733427373757730719e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.505599999999999827e+00	-6.207702843903461706e-03	9.961179903256872636e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.505759999999999987e+00	-5.749088301882933003e-03	9.956890200628015428e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.505920000000000147e+00	-5.919358241750206223e-03	1.004752531497385935e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.506079999999999863e+00	-5.886286752998074606e-03	1.006622865360922922e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.506240000000000023e+00	-5.888703891739935706e-03	9.925415895915489298e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.506400000000000183e+00	-5.857080065468548737e-03	1.002944896686253431e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.506559999999999899e+00	-5.893557723239806374e-03	1.016222898763262383e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.506720000000000059e+00	-5.944671111784838660e-03	1.008929261862979813e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.506880000000000219e+00	-5.945699691929172415e-03	9.550647867496805943e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.507039999999999935e+00	-6.019629946833758398e-03	1.006076810110723835e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.507200000000000095e+00	-6.028487576188503068e-03	9.959394194513089549e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.507359999999999811e+00	-5.351101596322384302e-03	1.007920050387968620e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.507519999999999971e+00	-5.924743896554602804e-03	1.008955499773158022e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.507680000000000131e+00	-5.789686603802046173e-03	9.840683700989076924e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.507839999999999847e+00	-6.003404923479459081e-03	1.034689596810058759e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.508000000000000007e+00	-5.997607386421900839e-03	1.026220244010513788e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.508160000000000167e+00	-5.982630106784229962e-03	1.039334939035030381e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.508319999999999883e+00	-5.912322190998433452e-03	1.011237996336345618e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.508480000000000043e+00	-5.584686763835511498e-03	1.042869379870382980e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.508640000000000203e+00	-6.344567006090799481e-03	1.051527286209107126e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.508799999999999919e+00	-5.686670337604854235e-03	9.952767616435287748e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.508960000000000079e+00	-5.854473056282292857e-03	1.039546601260265581e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.509119999999999795e+00	-5.266139682105598109e-03	1.021107077900420580e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.509279999999999955e+00	-5.587550755678724612e-03	1.022499145305758028e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.509440000000000115e+00	-5.335620760896903764e-03	1.002343252964593354e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.509599999999999831e+00	-5.735155876209376349e-03	9.832730458267664730e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.509759999999999991e+00	-5.679960010795211470e-03	9.912581940602046074e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.509920000000000151e+00	-5.481688708423878773e-03	1.024103509841673733e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.510079999999999867e+00	-5.248744378511679964e-03	9.946765977997089336e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.510240000000000027e+00	-5.477380040840858916e-03	1.010357523833704807e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.510400000000000187e+00	-6.067673835607852000e-03	1.007641991217376500e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.510559999999999903e+00	-5.942044430710837280e-03	1.051876835281786819e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.510720000000000063e+00	-5.663824909323073899e-03	9.799080447775897901e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.510879999999999779e+00	-5.659888201560311048e-03	9.915045817645646437e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.511039999999999939e+00	-5.702986855012445559e-03	9.851938165818885720e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.511200000000000099e+00	-5.777580496448700767e-03	1.021362332851722884e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.511359999999999815e+00	-5.572063174870516868e-03	9.822824315811364004e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.511519999999999975e+00	-5.712608044717029654e-03	1.002487769185717026e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.511680000000000135e+00	-5.127621938927037423e-03	1.012068143633067588e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.511839999999999851e+00	-5.873220670670745679e-03	1.031824347294676460e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512000000000000011e+00	-5.138798609891059507e-03	1.009585002260214755e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512160000000000171e+00	-5.368500171468500864e-03	1.023839602938441361e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512319999999999887e+00	-5.445897365708601313e-03	1.003333166607936304e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512480000000000047e+00	-5.067825706390668809e-03	1.011380235380893861e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512640000000000207e+00	-5.201500194334787372e-03	1.008383127847589308e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512799999999999923e+00	-5.293682876810893063e-03	1.017099696712339338e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.512960000000000083e+00	-5.313113161932133885e-03	1.026545902483931919e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.513119999999999798e+00	-5.511853618895405996e-03	1.028643074140077329e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.513279999999999959e+00	-5.287542332905900005e-03	9.941352401192345492e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.513440000000000119e+00	-5.372860171817684348e-03	9.904569791888560154e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.513599999999999834e+00	-5.922224030726271592e-03	9.998246602283876114e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.513759999999999994e+00	-5.757356412778432894e-03	1.017480250271561755e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.513920000000000154e+00	-5.686064779020941727e-03	1.004224556121609963e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.514079999999999870e+00	-5.883919981022466862e-03	9.893511445090494641e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.514240000000000030e+00	-5.769160026457441012e-03	1.012996158709499397e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.514400000000000190e+00	-5.446726796440394362e-03	1.029690613298594147e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.514559999999999906e+00	-5.740782238980559997e-03	1.017307004965119221e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.514720000000000066e+00	-6.061052489308938786e-03	1.060370177939064414e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.514879999999999782e+00	-5.312657388888808452e-03	9.892914920719019303e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.515039999999999942e+00	-5.283961345177849191e-03	9.858316828442211313e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.515200000000000102e+00	-4.944670706529276892e-03	1.046218647486692709e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.515359999999999818e+00	-4.335590442628422039e-03	1.020071950402167207e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.515519999999999978e+00	-4.612032133194060232e-03	1.014304019909082095e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.515680000000000138e+00	-3.951915436923888851e-03	9.920671571066777897e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.515839999999999854e+00	-3.360625478305211307e-03	1.026557087363783906e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.516000000000000014e+00	-3.089494343294245816e-03	1.030286009509177522e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.516160000000000174e+00	-3.595960827417126610e-03	1.011412215692852543e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.516319999999999890e+00	-3.242487900034704378e-03	9.927302240296070196e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.516480000000000050e+00	-3.923189261843789376e-03	1.038857633545874591e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.516640000000000210e+00	-4.171700686060595027e-03	1.030701789884493937e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.516799999999999926e+00	-4.684624126315588277e-03	1.023213826549331136e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.516960000000000086e+00	-5.118826030084722839e-03	1.000439783771973901e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.517119999999999802e+00	-5.195834361835518014e-03	1.024014396209723538e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.517279999999999962e+00	-5.187255378678369902e-03	1.017789104764734928e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.517440000000000122e+00	-5.026214972523310349e-03	1.013823220429809109e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.517599999999999838e+00	-5.690625035857046002e-03	1.007271101992826372e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.517759999999999998e+00	-5.177916112443755117e-03	9.998419596949508631e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.517920000000000158e+00	-5.546804305224354269e-03	1.019416772470854021e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.518079999999999874e+00	-5.391850186223735332e-03	1.015130365019783001e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.518240000000000034e+00	-5.645024242549467712e-03	9.908129284075277085e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.518400000000000194e+00	-5.369219057299718517e-03	9.961857152434461932e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.518559999999999910e+00	-5.234841829372477440e-03	1.001204952509081834e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.518720000000000070e+00	-5.091862129483365820e-03	1.041176543569100575e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.518879999999999786e+00	-4.731720873191107117e-03	9.816512505962179599e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.519039999999999946e+00	-4.238811527816189507e-03	1.002130906056042901e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.519200000000000106e+00	-4.453755096309426793e-03	1.027297850655709520e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.519359999999999822e+00	-4.272958851006755827e-03	1.017119968659620753e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.519519999999999982e+00	-4.402482415932060592e-03	1.020856704386803072e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.519680000000000142e+00	-4.224477323670291010e-03	1.022101612853092145e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.519839999999999858e+00	-4.609910147027692154e-03	1.009727868067546858e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.520000000000000018e+00	-4.532872054348329946e-03	1.011278648349602828e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.520160000000000178e+00	-4.797753339979299141e-03	1.008789840344853465e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.520319999999999894e+00	-5.122692919856568390e-03	9.998759473468057588e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.520480000000000054e+00	-5.237016034215854696e-03	1.059990159031778956e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.520640000000000214e+00	-5.172068781708978082e-03	1.027869171637078860e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.520799999999999930e+00	-4.716080502795649831e-03	9.878080765591337742e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.520960000000000090e+00	-5.076106278175309544e-03	1.026327398477210051e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.521119999999999806e+00	-5.150474494532915858e-03	1.010026831057392153e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.521279999999999966e+00	-5.627498837006083242e-03	9.951642368062460844e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.521440000000000126e+00	-5.365080026432252590e-03	1.010531145914314068e-02
2.999999999999999889e-01	7.000000000000000666e-02	3.521599999999999842e+00	-5.465125456652824426e-03	9.986763056475044323e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.521760000000000002e+00	-5.533903333900569259e-03	9.956570739858387753e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.521920000000000162e+00	-5.661023905506489505e-03	9.646406423071433520e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.522079999999999878e+00	-5.838791536065385951e-03	9.991976619586688882e-03
2.999999999999999889e-01	7.000000000000000666e-02	3.522240000000000038e+00	-4.937295474255104337e-03	1.000150493146177363e-02
